TYPE;Model;BETA;J_adv-ratio;V_mph;Efficiency;Ct;Cp;PWR_Hp;Torque_In-Lbf;Thrust_Lbf;DIAMETER_IN;Ct*;Cp*
APC MR;APC MR;0.409090909;0.27;25;0.5647;0.0752;0.0356;0.336;2.352;2.843;11;0.073632234;0.036443314
APC MR;APC MR;0.409090909;0.29;27.1;0.5956;0.0716;0.0348;0.328;2.3;2.706;11;0.070645946;0.03574636
APC MR;APC MR;0.409090909;0.31;29.2;0.6242;0.0679;0.0339;0.32;2.239;2.563;11;0.067547395;0.034950605
APC MR;APC MR;0.409090909;0.33;31.3;0.6504;0.064;0.0328;0.31;2.17;2.416;11;0.064337591;0.034056051
APC MR;APC MR;0.409090909;0.36;33.4;0.6739;0.06;0.0317;0.299;2.096;2.267;11;0.059316493;0.032528969
APC MR;APC MR;0.409090909;0.38;35.5;0.6949;0.0559;0.0304;0.287;2.013;2.113;11;0.055832973;0.031387414
APC MR;APC MR;0.409090909;0.4;37.5;0.7134;0.0518;0.0291;0.274;1.921;1.955;11;0.052241734;0.03014706
APC MR;APC MR;0.409090909;0.42;39.6;0.7291;0.0475;0.0275;0.26;1.821;1.794;11;0.048543787;0.028807905
APC MR;APC MR;0.409090909;0.44;41.7;0.7409;0.0432;0.0259;0.245;1.715;1.631;11;0.04474014;0.027369951
APC MR;APC MR;0.409090909;0.47;43.8;0.7491;0.0387;0.0241;0.228;1.597;1.463;11;0.038838694;0.025027769
APC MR;APC MR;0.409090909;0.49;45.9;0.7531;0.0342;0.0222;0.21;1.469;1.291;11;0.034775219;0.023342814
APC MR;APC MR;0.409090909;0.51;48;0.7509;0.0296;0.0201;0.19;1.332;1.117;11;0.030609579;0.02155906
APC MR;APC MR;0.409090909;0.53;50.1;0.7399;0.0248;0.0179;0.169;1.185;0.938;11;0.026342785;0.019676505
APC MR;APC MR;0.409090909;0.56;52.1;0.7141;0.02;0.0156;0.147;1.031;0.756;11;0.019755139;0.016667423
APC MR;APC MR;0.409090909;0.58;54.2;0.664;0.0151;0.0132;0.124;0.872;0.572;11;0.015239877;0.014537869
APC MR;APC MR;0.409090909;0.6;56.3;0.5696;0.0102;0.0107;0.101;0.709;0.384;11;0.010626996;0.012309514
APC MR;APC MR;0.409090909;0.62;58.4;0.3865;0.0051;0.0083;0.078;0.546;0.193;11;0.005917505;0.00998236
APC MR;APC MR;0.409090909;0.65;60.5;0.001;0;0.0058;0.055;0.386;0;11;-0.001325665;0.006306378
APC MR;APC MR;0.375;0;0;0;0.0999;0.0366;0.006;0.185;0.264;12;0.095634766;0.03249543
APC MR;APC MR;0.375;0.02;0.5;0.0576;0.0982;0.0368;0.006;0.186;0.259;12;0.094260333;0.033080805
APC MR;APC MR;0.375;0.04;1;0.1125;0.0963;0.0369;0.006;0.186;0.254;12;0.09275491;0.03356738
APC MR;APC MR;0.375;0.06;1.5;0.1648;0.0943;0.037;0.006;0.187;0.249;12;0.091119506;0.033955155
APC MR;APC MR;0.375;0.09;2;0.2144;0.0921;0.037;0.006;0.187;0.243;12;0.088424894;0.034351567
APC MR;APC MR;0.375;0.11;2.4;0.2613;0.0898;0.037;0.006;0.187;0.237;12;0.086468955;0.034492342
APC MR;APC MR;0.375;0.13;2.9;0.3054;0.0874;0.037;0.006;0.187;0.231;12;0.084386569;0.034534317
APC MR;APC MR;0.375;0.15;3.4;0.3468;0.0848;0.0369;0.006;0.186;0.224;12;0.082178748;0.034477492
APC MR;APC MR;0.375;0.17;3.9;0.3854;0.0821;0.0367;0.006;0.185;0.217;12;0.079846499;0.034321867
APC MR;APC MR;0.375;0.19;4.4;0.4213;0.0793;0.0365;0.006;0.184;0.21;12;0.077390834;0.034067442
APC MR;APC MR;0.375;0.22;4.9;0.4542;0.0763;0.0362;0.006;0.183;0.202;12;0.073478139;0.033500555
APC MR;APC MR;0.375;0.24;5.4;0.4844;0.0732;0.0359;0.006;0.181;0.194;12;0.070718351;0.03299913
APC MR;APC MR;0.375;0.26;5.9;0.5119;0.0701;0.0354;0.006;0.179;0.185;12;0.06783868;0.032398905
APC MR;APC MR;0.375;0.28;6.4;0.5368;0.0668;0.0349;0.006;0.176;0.177;12;0.064840138;0.03169988
APC MR;APC MR;0.375;0.3;6.9;0.5592;0.0634;0.0342;0.005;0.173;0.168;12;0.061723733;0.030902055
APC MR;APC MR;0.375;0.32;7.3;0.5792;0.06;0.0335;0.005;0.169;0.158;12;0.058490476;0.03000543
APC MR;APC MR;0.375;0.34;7.8;0.5968;0.0564;0.0326;0.005;0.164;0.149;12;0.055141377;0.029010005
APC MR;APC MR;0.375;0.37;8.3;0.612;0.0527;0.0316;0.005;0.159;0.139;12;0.049902734;0.027331617
APC MR;APC MR;0.375;0.39;8.8;0.6249;0.0489;0.0304;0.005;0.153;0.129;12;0.046268447;0.026089192
APC MR;APC MR;0.375;0.41;9.3;0.6355;0.045;0.029;0.005;0.146;0.119;12;0.042521853;0.024747967
APC MR;APC MR;0.375;0.43;9.8;0.6435;0.041;0.0275;0.004;0.139;0.108;12;0.038663962;0.023307942
APC MR;APC MR;0.375;0.45;10.3;0.6483;0.0368;0.0257;0.004;0.13;0.097;12;0.034695783;0.021769117
APC MR;APC MR;0.375;0.47;10.8;0.649;0.0326;0.0238;0.004;0.12;0.086;12;0.030618325;0.020131492
APC MR;APC MR;0.375;0.5;11.3;0.6438;0.0283;0.0218;0.003;0.11;0.075;12;0.024299453;0.017489805
APC MR;APC MR;0.375;0.52;11.8;0.6299;0.0238;0.0196;0.003;0.099;0.063;12;0.01995322;0.01560518
APC MR;APC MR;0.375;0.54;12.2;0.6023;0.0192;0.0172;0.003;0.087;0.051;12;0.015501244;0.013621755
APC MR;APC MR;0.375;0.56;12.7;0.5519;0.0146;0.0148;0.002;0.075;0.039;12;0.010944534;0.01153953
APC MR;APC MR;0.375;0.58;13.2;0.4631;0.0098;0.0124;0.002;0.062;0.026;12;0.006284102;0.009358505
APC MR;APC MR;0.375;0.6;13.7;0.3042;0.005;0.0099;0.002;0.05;0.013;12;0.001520956;0.00707868
APC MR;APC MR;0.375;0.63;14.2;0.0028;0;0.0073;0.001;0.037;0;12;-0.005814142;0.003473692
APC MR;APC MR;0.375;0;0;0;0.0995;0.0364;0.02;0.413;0.591;12;0.095634766;0.03249543
APC MR;APC MR;0.375;0.02;0.7;0.0569;0.0977;0.0365;0.02;0.415;0.581;12;0.094260333;0.033080805
APC MR;APC MR;0.375;0.04;1.4;0.1111;0.0958;0.0366;0.02;0.416;0.57;12;0.09275491;0.03356738
APC MR;APC MR;0.375;0.06;2.2;0.1629;0.0938;0.0367;0.02;0.417;0.558;12;0.091119506;0.033955155
APC MR;APC MR;0.375;0.08;2.9;0.2119;0.0917;0.0368;0.02;0.417;0.545;12;0.08935513;0.03424413
APC MR;APC MR;0.375;0.11;3.6;0.2584;0.0894;0.0368;0.02;0.417;0.532;12;0.086468955;0.034492342
APC MR;APC MR;0.375;0.13;4.3;0.3021;0.087;0.0367;0.02;0.417;0.517;12;0.084386569;0.034534317
APC MR;APC MR;0.375;0.15;5.1;0.3432;0.0845;0.0366;0.02;0.416;0.502;12;0.082178748;0.034477492
APC MR;APC MR;0.375;0.17;5.8;0.3815;0.0818;0.0364;0.02;0.414;0.486;12;0.079846499;0.034321867
APC MR;APC MR;0.375;0.19;6.5;0.417;0.079;0.0362;0.02;0.411;0.469;12;0.077390834;0.034067442
APC MR;APC MR;0.375;0.21;7.2;0.4498;0.076;0.0359;0.019;0.408;0.452;12;0.074812762;0.033714217
APC MR;APC MR;0.375;0.23;8;0.4799;0.073;0.0355;0.019;0.403;0.434;12;0.072113293;0.033262192
APC MR;APC MR;0.375;0.25;8.7;0.5073;0.0698;0.0351;0.019;0.398;0.415;12;0.069293438;0.032711367
APC MR;APC MR;0.375;0.28;9.4;0.5322;0.0665;0.0345;0.019;0.392;0.396;12;0.064840138;0.03169988
APC MR;APC MR;0.375;0.3;10.1;0.5545;0.0632;0.0339;0.018;0.385;0.376;12;0.061723733;0.030902055
APC MR;APC MR;0.375;0.32;10.9;0.5743;0.0597;0.0331;0.018;0.376;0.355;12;0.058490476;0.03000543
APC MR;APC MR;0.375;0.34;11.6;0.592;0.0561;0.0322;0.017;0.366;0.334;12;0.055141377;0.029010005
APC MR;APC MR;0.375;0.36;12.3;0.6071;0.0525;0.0312;0.017;0.354;0.312;12;0.051677446;0.02791578
APC MR;APC MR;0.375;0.38;13;0.62;0.0486;0.03;0.016;0.341;0.289;12;0.048099692;0.026722755
APC MR;APC MR;0.375;0.4;13.8;0.6307;0.0448;0.0286;0.015;0.325;0.266;12;0.044409126;0.02543093
APC MR;APC MR;0.375;0.42;14.5;0.6389;0.0407;0.0271;0.015;0.308;0.242;12;0.040606757;0.024040305
APC MR;APC MR;0.375;0.45;15.2;0.6439;0.0366;0.0254;0.014;0.288;0.218;12;0.034695783;0.021769117
APC MR;APC MR;0.375;0.47;15.9;0.6447;0.0323;0.0234;0.013;0.266;0.192;12;0.030618325;0.020131492
APC MR;APC MR;0.375;0.49;16.7;0.6398;0.028;0.0214;0.012;0.242;0.166;12;0.0264326;0.018395067
APC MR;APC MR;0.375;0.51;17.4;0.6268;0.0235;0.0191;0.01;0.217;0.14;12;0.022139618;0.016559842
APC MR;APC MR;0.375;0.53;18.1;0.5999;0.0189;0.0168;0.009;0.19;0.113;12;0.017740387;0.014625817
APC MR;APC MR;0.375;0.55;18.8;0.5503;0.0143;0.0144;0.008;0.163;0.085;12;0.013235918;0.012592992
APC MR;APC MR;0.375;0.57;19.6;0.4622;0.0096;0.0119;0.006;0.135;0.057;12;0.00862722;0.010461367
APC MR;APC MR;0.375;0.59;20.3;0.3036;0.0048;0.0094;0.005;0.107;0.029;12;0.003915305;0.008230942
APC MR;APC MR;0.375;0.62;21;0.0046;0.0001;0.007;0.004;0.079;0;12;-0.003343894;0.004700055
APC MR;APC MR;0.375;0;0;0;0.0995;0.0358;0.046;0.723;1.052;12;0.095634766;0.03249543
APC MR;APC MR;0.375;0.02;1;0.0569;0.0978;0.036;0.046;0.726;1.034;12;0.094260333;0.033080805
APC MR;APC MR;0.375;0.04;1.9;0.1113;0.0959;0.0361;0.046;0.729;1.014;12;0.09275491;0.03356738
APC MR;APC MR;0.375;0.06;2.9;0.1632;0.0939;0.0362;0.046;0.73;0.993;12;0.091119506;0.033955155
APC MR;APC MR;0.375;0.08;3.8;0.2124;0.0918;0.0362;0.046;0.731;0.97;12;0.08935513;0.03424413
APC MR;APC MR;0.375;0.1;4.8;0.2591;0.0895;0.0362;0.046;0.73;0.946;12;0.087462793;0.034434305
APC MR;APC MR;0.375;0.13;5.7;0.3032;0.0871;0.0361;0.046;0.729;0.921;12;0.084386569;0.034534317
APC MR;APC MR;0.375;0.15;6.7;0.3448;0.0846;0.036;0.046;0.726;0.894;12;0.082178748;0.034477492
APC MR;APC MR;0.375;0.17;7.6;0.3837;0.0819;0.0358;0.046;0.722;0.866;12;0.079846499;0.034321867
APC MR;APC MR;0.375;0.19;8.6;0.42;0.0791;0.0355;0.045;0.717;0.836;12;0.077390834;0.034067442
APC MR;APC MR;0.375;0.21;9.5;0.4536;0.0762;0.0352;0.045;0.71;0.805;12;0.074812762;0.033714217
APC MR;APC MR;0.375;0.23;10.5;0.4846;0.0731;0.0348;0.045;0.702;0.773;12;0.072113293;0.033262192
APC MR;APC MR;0.375;0.25;11.4;0.513;0.07;0.0343;0.044;0.692;0.74;12;0.069293438;0.032711367
APC MR;APC MR;0.375;0.27;12.4;0.539;0.0667;0.0337;0.043;0.68;0.705;12;0.066354205;0.032061742
APC MR;APC MR;0.375;0.29;13.3;0.5626;0.0634;0.033;0.042;0.667;0.67;12;0.063296605;0.031313317
APC MR;APC MR;0.375;0.31;14.3;0.5837;0.0599;0.0323;0.041;0.651;0.634;12;0.060121648;0.030466092
APC MR;APC MR;0.375;0.34;15.2;0.6023;0.0564;0.0314;0.04;0.634;0.596;12;0.055141377;0.029010005
APC MR;APC MR;0.375;0.36;16.2;0.6187;0.0528;0.0304;0.039;0.613;0.558;12;0.051677446;0.02791578
APC MR;APC MR;0.375;0.38;17.1;0.6327;0.049;0.0292;0.037;0.589;0.517;12;0.048099692;0.026722755
APC MR;APC MR;0.375;0.4;18.1;0.6444;0.0451;0.0278;0.036;0.562;0.476;12;0.044409126;0.02543093
APC MR;APC MR;0.375;0.42;19;0.6533;0.0411;0.0263;0.034;0.532;0.434;12;0.040606757;0.024040305
APC MR;APC MR;0.375;0.44;20;0.6589;0.0369;0.0247;0.032;0.498;0.39;12;0.036693595;0.02255088
APC MR;APC MR;0.375;0.46;20.9;0.6604;0.0327;0.0228;0.029;0.46;0.345;12;0.032670651;0.020962655
APC MR;APC MR;0.375;0.48;21.9;0.6561;0.0282;0.0207;0.027;0.419;0.299;12;0.028538933;0.01927563
APC MR;APC MR;0.375;0.5;22.8;0.6436;0.0237;0.0185;0.024;0.374;0.251;12;0.024299453;0.017489805
APC MR;APC MR;0.375;0.52;23.8;0.6173;0.0191;0.0162;0.021;0.328;0.202;12;0.01995322;0.01560518
APC MR;APC MR;0.375;0.54;24.8;0.5682;0.0145;0.0139;0.018;0.28;0.153;12;0.015501244;0.013621755
APC MR;APC MR;0.375;0.57;25.7;0.4799;0.0097;0.0114;0.015;0.231;0.103;12;0.00862722;0.010461367
APC MR;APC MR;0.375;0.59;26.7;0.3185;0.0049;0.009;0.012;0.182;0.052;12;0.003915305;0.008230942
APC MR;APC MR;0.375;0.61;27.6;0.001;0;0.0066;0.008;0.134;0;12;-0.000898819;0.005901717
APC MR;APC MR;0.375;0;0;0;0.0997;0.035;0.087;1.103;1.646;12;0.095634766;0.03249543
APC MR;APC MR;0.375;0.02;1.2;0.0585;0.0979;0.0351;0.088;1.108;1.617;12;0.094260333;0.033080805
APC MR;APC MR;0.375;0.04;2.4;0.1143;0.096;0.0352;0.088;1.112;1.586;12;0.09275491;0.03356738
APC MR;APC MR;0.375;0.06;3.6;0.1675;0.094;0.0353;0.088;1.114;1.552;12;0.091119506;0.033955155
APC MR;APC MR;0.375;0.08;4.8;0.2181;0.0918;0.0353;0.088;1.114;1.517;12;0.08935513;0.03424413
APC MR;APC MR;0.375;0.1;6;0.2661;0.0896;0.0353;0.088;1.113;1.479;12;0.087462793;0.034434305
APC MR;APC MR;0.375;0.13;7.2;0.3115;0.0871;0.0352;0.088;1.11;1.439;12;0.084386569;0.034534317
APC MR;APC MR;0.375;0.15;8.3;0.3544;0.0846;0.035;0.088;1.105;1.397;12;0.082178748;0.034477492
APC MR;APC MR;0.375;0.17;9.5;0.3948;0.0819;0.0348;0.087;1.098;1.352;12;0.079846499;0.034321867
APC MR;APC MR;0.375;0.19;10.7;0.4326;0.0791;0.0345;0.086;1.088;1.306;12;0.077390834;0.034067442
APC MR;APC MR;0.375;0.21;11.9;0.4678;0.0761;0.0341;0.085;1.076;1.257;12;0.074812762;0.033714217
APC MR;APC MR;0.375;0.23;13.1;0.5005;0.073;0.0337;0.084;1.061;1.205;12;0.072113293;0.033262192
APC MR;APC MR;0.375;0.25;14.3;0.5307;0.0698;0.0331;0.083;1.044;1.153;12;0.069293438;0.032711367
APC MR;APC MR;0.375;0.27;15.5;0.5585;0.0665;0.0325;0.081;1.024;1.098;12;0.066354205;0.032061742
APC MR;APC MR;0.375;0.29;16.7;0.5839;0.0631;0.0317;0.079;1.001;1.042;12;0.063296605;0.031313317
APC MR;APC MR;0.375;0.31;17.9;0.6065;0.0596;0.0309;0.077;0.975;0.984;12;0.060121648;0.030466092
APC MR;APC MR;0.375;0.34;19.1;0.6266;0.056;0.03;0.075;0.946;0.925;12;0.055141377;0.029010005
APC MR;APC MR;0.375;0.36;20.3;0.6445;0.0522;0.0289;0.072;0.912;0.863;12;0.051677446;0.02791578
APC MR;APC MR;0.375;0.38;21.5;0.6598;0.0484;0.0277;0.069;0.873;0.799;12;0.048099692;0.026722755
APC MR;APC MR;0.375;0.4;22.6;0.6721;0.0444;0.0263;0.066;0.83;0.733;12;0.044409126;0.02543093
APC MR;APC MR;0.375;0.42;23.8;0.6809;0.0403;0.0248;0.062;0.783;0.665;12;0.040606757;0.024040305
APC MR;APC MR;0.375;0.44;25;0.6862;0.0361;0.0232;0.058;0.731;0.596;12;0.036693595;0.02255088
APC MR;APC MR;0.375;0.46;26.2;0.6872;0.0319;0.0214;0.054;0.675;0.526;12;0.032670651;0.020962655
APC MR;APC MR;0.375;0.48;27.4;0.682;0.0276;0.0195;0.049;0.615;0.455;12;0.028538933;0.01927563
APC MR;APC MR;0.375;0.5;28.6;0.6678;0.0232;0.0175;0.044;0.551;0.382;12;0.024299453;0.017489805
APC MR;APC MR;0.375;0.52;29.8;0.639;0.0187;0.0153;0.038;0.484;0.309;12;0.01995322;0.01560518
APC MR;APC MR;0.375;0.55;31;0.5866;0.0141;0.0131;0.033;0.414;0.233;12;0.013235918;0.012592992
APC MR;APC MR;0.375;0.57;32.2;0.4934;0.0095;0.0109;0.027;0.343;0.157;12;0.00862722;0.010461367
APC MR;APC MR;0.375;0.59;33.4;0.3254;0.0048;0.0086;0.022;0.272;0.079;12;0.003915305;0.008230942
APC MR;APC MR;0.375;0.61;34.6;0.0009;0;0.0064;0.016;0.201;0;12;-0.000898819;0.005901717
APC MR;APC MR;0.375;0;0;0;0.1001;0.0347;0.15;1.575;2.381;12;0.095634766;0.03249543
APC MR;APC MR;0.375;0.02;1.4;0.0593;0.0983;0.0348;0.15;1.58;2.338;12;0.094260333;0.033080805
APC MR;APC MR;0.375;0.04;2.9;0.116;0.0964;0.0349;0.151;1.584;2.293;12;0.09275491;0.03356738
APC MR;APC MR;0.375;0.06;4.3;0.1701;0.0944;0.0349;0.151;1.585;2.244;12;0.091119506;0.033955155
APC MR;APC MR;0.375;0.08;5.7;0.2217;0.0922;0.0349;0.151;1.584;2.192;12;0.08935513;0.03424413
APC MR;APC MR;0.375;0.1;7.1;0.2707;0.0899;0.0348;0.151;1.581;2.137;12;0.087462793;0.034434305
APC MR;APC MR;0.375;0.13;8.6;0.3172;0.0874;0.0347;0.15;1.575;2.079;12;0.084386569;0.034534317
APC MR;APC MR;0.375;0.15;10;0.3612;0.0848;0.0345;0.149;1.566;2.018;12;0.082178748;0.034477492
APC MR;APC MR;0.375;0.17;11.4;0.4027;0.0821;0.0342;0.148;1.554;1.953;12;0.079846499;0.034321867
APC MR;APC MR;0.375;0.19;12.9;0.4418;0.0793;0.0339;0.146;1.538;1.885;12;0.077390834;0.034067442
APC MR;APC MR;0.375;0.21;14.3;0.4783;0.0763;0.0334;0.145;1.518;1.813;12;0.074812762;0.033714217
APC MR;APC MR;0.375;0.23;15.7;0.5124;0.0731;0.0329;0.142;1.495;1.739;12;0.072113293;0.033262192
APC MR;APC MR;0.375;0.25;17.2;0.5441;0.0699;0.0323;0.14;1.468;1.662;12;0.069293438;0.032711367
APC MR;APC MR;0.375;0.27;18.6;0.5735;0.0665;0.0316;0.137;1.436;1.582;12;0.066354205;0.032061742
APC MR;APC MR;0.375;0.29;20;0.6003;0.063;0.0308;0.133;1.4;1.499;12;0.063296605;0.031313317
APC MR;APC MR;0.375;0.31;21.4;0.6244;0.0595;0.03;0.13;1.361;1.415;12;0.060121648;0.030466092
APC MR;APC MR;0.375;0.34;22.9;0.6459;0.0558;0.029;0.125;1.318;1.328;12;0.055141377;0.029010005
APC MR;APC MR;0.375;0.36;24.3;0.6649;0.0521;0.0279;0.121;1.269;1.239;12;0.051677446;0.02791578
APC MR;APC MR;0.375;0.38;25.7;0.6816;0.0482;0.0267;0.115;1.213;1.147;12;0.048099692;0.026722755
APC MR;APC MR;0.375;0.4;27.2;0.6945;0.0443;0.0254;0.11;1.154;1.053;12;0.044409126;0.02543093
APC MR;APC MR;0.375;0.42;28.6;0.7037;0.0402;0.024;0.104;1.089;0.957;12;0.040606757;0.024040305
APC MR;APC MR;0.375;0.44;30;0.7094;0.0361;0.0224;0.097;1.018;0.858;12;0.036693595;0.02255088
APC MR;APC MR;0.375;0.46;31.5;0.7105;0.0319;0.0207;0.09;0.94;0.758;12;0.032670651;0.020962655
APC MR;APC MR;0.375;0.48;32.9;0.7052;0.0276;0.0189;0.082;0.856;0.656;12;0.028538933;0.01927563
APC MR;APC MR;0.375;0.5;34.3;0.6903;0.0232;0.0169;0.073;0.768;0.551;12;0.024299453;0.017489805
APC MR;APC MR;0.375;0.52;35.7;0.6607;0.0187;0.0148;0.064;0.674;0.445;12;0.01995322;0.01560518
APC MR;APC MR;0.375;0.55;37.2;0.6067;0.0141;0.0127;0.055;0.577;0.336;12;0.013235918;0.012592992
APC MR;APC MR;0.375;0.57;38.6;0.5111;0.0095;0.0105;0.045;0.478;0.226;12;0.00862722;0.010461367
APC MR;APC MR;0.375;0.59;40;0.3369;0.0048;0.0083;0.036;0.377;0.113;12;0.003915305;0.008230942
APC MR;APC MR;0.375;0.61;41.5;0.0019;0;0.0061;0.027;0.279;0;12;-0.000898819;0.005901717
APC MR;APC MR;0.375;0;0;0;0.101;0.0361;0.248;2.23;3.268;12;0.095634766;0.03249543
APC MR;APC MR;0.375;0.02;1.7;0.058;0.0991;0.0359;0.246;2.216;3.209;12;0.094260333;0.033080805
APC MR;APC MR;0.375;0.04;3.3;0.1144;0.0972;0.0357;0.245;2.204;3.145;12;0.09275491;0.03356738
APC MR;APC MR;0.375;0.06;5;0.1688;0.095;0.0355;0.243;2.192;3.076;12;0.091119506;0.033955155
APC MR;APC MR;0.375;0.08;6.7;0.221;0.0928;0.0353;0.242;2.179;3.004;12;0.08935513;0.03424413
APC MR;APC MR;0.375;0.1;8.3;0.2709;0.0904;0.035;0.24;2.165;2.927;12;0.087462793;0.034434305
APC MR;APC MR;0.375;0.13;10;0.3183;0.0879;0.0348;0.239;2.15;2.845;12;0.084386569;0.034534317
APC MR;APC MR;0.375;0.15;11.7;0.3633;0.0853;0.0345;0.237;2.131;2.76;12;0.082178748;0.034477492
APC MR;APC MR;0.375;0.17;13.4;0.4058;0.0825;0.0341;0.234;2.109;2.67;12;0.079846499;0.034321867
APC MR;APC MR;0.375;0.19;15;0.4458;0.0796;0.0337;0.231;2.084;2.575;12;0.077390834;0.034067442
APC MR;APC MR;0.375;0.21;16.7;0.4831;0.0765;0.0332;0.228;2.055;2.476;12;0.074812762;0.033714217
APC MR;APC MR;0.375;0.23;18.4;0.5179;0.0733;0.0327;0.224;2.021;2.374;12;0.072113293;0.033262192
APC MR;APC MR;0.375;0.25;20;0.5503;0.0701;0.0321;0.22;1.982;2.268;12;0.069293438;0.032711367
APC MR;APC MR;0.375;0.27;21.7;0.5804;0.0666;0.0313;0.215;1.937;2.157;12;0.066354205;0.032061742
APC MR;APC MR;0.375;0.29;23.4;0.608;0.0631;0.0305;0.209;1.886;2.043;12;0.063296605;0.031313317
APC MR;APC MR;0.375;0.31;25;0.6329;0.0595;0.0296;0.203;1.831;1.927;12;0.060121648;0.030466092
APC MR;APC MR;0.375;0.34;26.7;0.6554;0.0559;0.0286;0.196;1.769;1.808;12;0.055141377;0.029010005
APC MR;APC MR;0.375;0.36;28.4;0.6754;0.0521;0.0275;0.189;1.701;1.686;12;0.051677446;0.02791578
APC MR;APC MR;0.375;0.38;30.1;0.6928;0.0482;0.0263;0.181;1.626;1.561;12;0.048099692;0.026722755
APC MR;APC MR;0.375;0.4;31.7;0.7068;0.0443;0.025;0.172;1.545;1.434;12;0.044409126;0.02543093
APC MR;APC MR;0.375;0.42;33.4;0.7171;0.0403;0.0236;0.162;1.457;1.303;12;0.040606757;0.024040305
APC MR;APC MR;0.375;0.44;35.1;0.7239;0.0361;0.022;0.151;1.359;1.169;12;0.036693595;0.02255088
APC MR;APC MR;0.375;0.46;36.7;0.726;0.0319;0.0203;0.139;1.254;1.032;12;0.032670651;0.020962655
APC MR;APC MR;0.375;0.48;38.4;0.7216;0.0276;0.0184;0.127;1.14;0.893;12;0.028538933;0.01927563
APC MR;APC MR;0.375;0.5;40.1;0.7075;0.0232;0.0165;0.113;1.02;0.75;12;0.024299453;0.017489805
APC MR;APC MR;0.375;0.52;41.7;0.6784;0.0187;0.0145;0.099;0.895;0.606;12;0.01995322;0.01560518
APC MR;APC MR;0.375;0.55;43.4;0.6247;0.0142;0.0124;0.085;0.764;0.458;12;0.013235918;0.012592992
APC MR;APC MR;0.375;0.57;45.1;0.5285;0.0095;0.0102;0.07;0.63;0.308;12;0.00862722;0.010461367
APC MR;APC MR;0.375;0.59;46.7;0.3512;0.0048;0.008;0.055;0.495;0.155;12;0.003915305;0.008230942
APC MR;APC MR;0.375;0.61;48.4;0.0015;0;0.0059;0.04;0.363;0;12;-0.000898819;0.005901717
APC MR;APC MR;0.375;0;0;0;0.1019;0.0374;0.384;3.023;4.307;12;0.095634766;0.03249543
APC MR;APC MR;0.375;0.02;1.9;0.0568;0.1;0.0369;0.378;2.981;4.228;12;0.094260333;0.033080805
APC MR;APC MR;0.375;0.04;3.8;0.1128;0.098;0.0365;0.374;2.944;4.142;12;0.09275491;0.03356738
APC MR;APC MR;0.375;0.06;5.7;0.1673;0.0958;0.0361;0.37;2.911;4.05;12;0.091119506;0.033955155
APC MR;APC MR;0.375;0.08;7.6;0.22;0.0935;0.0357;0.366;2.881;3.953;12;0.08935513;0.03424413
APC MR;APC MR;0.375;0.1;9.5;0.2706;0.0911;0.0353;0.362;2.851;3.85;12;0.087462793;0.034434305
APC MR;APC MR;0.375;0.13;11.4;0.3189;0.0885;0.0349;0.358;2.822;3.741;12;0.084386569;0.034534317
APC MR;APC MR;0.375;0.15;13.4;0.3647;0.0858;0.0346;0.354;2.79;3.627;12;0.082178748;0.034477492
APC MR;APC MR;0.375;0.17;15.3;0.4081;0.083;0.0341;0.35;2.756;3.507;12;0.079846499;0.034321867
APC MR;APC MR;0.375;0.19;17.2;0.4488;0.08;0.0337;0.345;2.719;3.382;12;0.077390834;0.034067442
APC MR;APC MR;0.375;0.21;19.1;0.4869;0.0769;0.0332;0.34;2.677;3.251;12;0.074812762;0.033714217
APC MR;APC MR;0.375;0.23;21;0.5223;0.0737;0.0326;0.334;2.63;3.115;12;0.072113293;0.033262192
APC MR;APC MR;0.375;0.25;22.9;0.5552;0.0704;0.0319;0.327;2.578;2.976;12;0.069293438;0.032711367
APC MR;APC MR;0.375;0.27;24.8;0.5859;0.067;0.0312;0.32;2.518;2.831;12;0.066354205;0.032061742
APC MR;APC MR;0.375;0.29;26.7;0.6143;0.0634;0.0304;0.311;2.451;2.682;12;0.063296605;0.031313317
APC MR;APC MR;0.375;0.31;28.6;0.64;0.0598;0.0294;0.302;2.377;2.53;12;0.060121648;0.030466092
APC MR;APC MR;0.375;0.34;30.5;0.6633;0.0562;0.0284;0.291;2.296;2.374;12;0.055141377;0.029010005
APC MR;APC MR;0.375;0.36;32.4;0.6841;0.0524;0.0273;0.28;2.205;2.214;12;0.051677446;0.02791578
APC MR;APC MR;0.375;0.38;34.3;0.7025;0.0485;0.0261;0.267;2.106;2.05;12;0.048099692;0.026722755
APC MR;APC MR;0.375;0.4;36.3;0.7175;0.0445;0.0248;0.254;1.999;1.883;12;0.044409126;0.02543093
APC MR;APC MR;0.375;0.42;38.2;0.729;0.0405;0.0233;0.239;1.882;1.711;12;0.040606757;0.024040305
APC MR;APC MR;0.375;0.44;40.1;0.737;0.0363;0.0217;0.223;1.754;1.536;12;0.036693595;0.02255088
APC MR;APC MR;0.375;0.46;42;0.7402;0.0321;0.02;0.205;1.616;1.356;12;0.032670651;0.020962655
APC MR;APC MR;0.375;0.48;43.9;0.7371;0.0278;0.0182;0.186;1.468;1.174;12;0.028538933;0.01927563
APC MR;APC MR;0.375;0.5;45.8;0.7239;0.0233;0.0162;0.166;1.311;0.987;12;0.024299453;0.017489805
