TYPE;Model;Voltage_V;Capacity_mAh;Discharge_Rate_C;Max_Burst_Discharge_Rate_C;Max_burst_current_A;Energy_density_Wh_kg;Imax_A;Pmax_W_kg;Pvol_Wh_m3;Weight_kg;Volume_cm3;Energy_kJ;Capacity_As;n_series;n_parallel
RAMPAGE;TP870-4SR70;14.8;2610;70;140;121.8;127.4851485;365.4;17847.92079;256391.8757;0.30300000000000005;150.66;139.0608;9396.0;1;3
RAMPAGE;TP1300-2SR70;7.4;3900;70;140;182.0;130.0;546.0;18200.0;267222.2222;0.22199999999999998;108.0;103.89599999999999;14040.0;1;3
RAMPAGE;TP1300-3SR70;11.1;3900;70;140;182.0;132.3853211;546.0;18533.94495;282941.1765;0.327;153.0;155.844;14040.0;1;3
RAMPAGE;TP1800-3SR70;11.1;5400;70;140;252.0;133.2;756.0;18648.0;280303.0303;0.44999999999999996;213.84;215.784;19440.0;1;3
RAMPAGE;TP1800-4SR70;14.8;5400;70;140;252.0;135.9183673;756.0;19028.57143;289345.0635;0.5880000000000001;276.21;287.712;19440.0;1;3
RAMPAGE;TP1800-5SR70;18.5;5400;70;140;252.0;136.4754098;756.0;19106.55738;295055.8214;0.732;338.58;359.64;19440.0;1;3
RAMPAGE;TP1800-6SR70;22.2;5400;70;140;252.0;137.3195876;756.0;19224.74227;292490.1186;0.873;409.86;431.568;19440.0;1;3
RAMPAGE;TP2250-2SR70;7.4;6750;70;140;315.0;139.9159664;945.0;19588.23529;266724.3368;0.357;187.272;179.82;24300.0;1;3
RAMPAGE;TP2250-4SR70;14.8;6750;70;140;315.0;141.1016949;945.0;19754.23729;274345.0321;0.708;364.14;359.64;24300.0;1;3
RAMPAGE;TP2700-3SR70;11.1;8100;70;140;378.0;138.75;1134.0;19425.0;297853.3095;0.648;301.86;323.676;29160.0;1;3
RAMPAGE;TP3300-6SR70;22.2;9900;70;140;462.0;142.2524272;1386.0;19915.33981;302078.1791;1.545;727.5600000000001;791.208;35640.0;1;3
RAMPAGE;TP3300-3SR70;11.1;9900;70;140;462.0;137.7067669;1386.0;19278.94737;302078.1791;0.798;363.78000000000003;395.604;35640.0;1;3
RAMPAGE;TP3300-10SR70;37.0;9900;70;140;462.0;142.1420256;1386.0;19899.88359;305129.4739;2.577;1200.4740000000002;1318.68;35640.0;1;3
RAMPAGE;TP3850-3SR70;11.1;10500;70;140;539.0;125.3225806;1470.0;17545.16129;266592.556;0.9299999999999999;437.184;419.58000000000004;37800.0;1;3
