TYPE;Model;Voltage_V;Capacity_mAh;Discharge_Rate_C;Max_Burst_Discharge_Rate_C;Max_burst_current_A;Energy_density_Wh_kg;Imax_A;Pmax_W_kg;Pvol_Wh_m3;Weight_kg;Volume_cm3;Energy_kJ;Capacity_As;n_series;n_parallel
ProLiteX;TP4000-4SPX25;59.2;40000;25;50;200.0;166.2921348;2000.0;8314.606742;398620.9869;14.239999999999998;5940.48;8524.8;144000.0;4;10
ProLiteX;TP4400-2SPX25;29.6;44000;25;50;220.0;158.8292683;2200.0;7941.463415;347982.2161;8.2;3742.72;4688.639999999999;158400.0;4;10
ProLiteX;TP4400-3SPX25;44.4;44000;25;50;220.0;159.6078431;2200.0;7980.392157;347982.2161;12.24;5614.08;7032.960000000001;158400.0;4;10
ProLiteX;TP4400-4SPX25;59.2;44000;25;50;220.0;160.3940887;2200.0;8019.704433;347982.2161;16.240000000000002;7485.44;9377.279999999999;158400.0;4;10
ProLiteX;TP5000-2SPX25;29.6;50000;25;50;250.0;156.1181435;2500.0;7805.907173;332997.336;9.48;4444.48;5328.0;180000.0;4;10
ProLiteX;TP5000-3SPX25;44.4;50000;25;50;250.0;159.025788;2500.0;7951.289398;338943.717;13.959999999999999;6549.76;7992.0;180000.0;4;10
ProLiteX;TP5000-4SPX25;59.2;50000;25;50;250.0;159.1397849;2500.0;7956.989247;341997.264;18.6;8655.04;10656.0;180000.0;4;10
ProLiteX;TP6000-2SPX25;29.6;60000;25;50;300.0;173.4375;3000.0;8671.875;376475.3765;10.24;4717.4400000000005;6393.6;216000.0;4;10
ProLiteX;TP6000-3SPX25;44.4;60000;25;50;300.0;179.0322581;3000.0;8951.612903;376475.3765;14.879999999999999;7076.16;9590.4;216000.0;4;10
ProLiteX;TP6000-4SPX25;59.2;60000;25;50;300.0;181.2244898;3000.0;9061.22449;387231.8158;19.6;9172.8;12787.2;216000.0;4;10
ProLiteX;TP6800-2SPX25;29.6;68000;25;50;340.0;154.3558282;3400.0;7717.791411;339197.8429;13.040000000000001;5934.0;7246.08;244800.0;4;10
ProLiteX;TP6800-3SPX25;44.4;68000;25;50;340.0;155.9504132;3400.0;7797.520661;334734.7134;19.36;9019.68;10869.12;244800.0;4;10
ProLiteX;TP6800-4SPX25;59.2;68000;25;50;340.0;162.5848142;3400.0;8129.240711;339197.8429;24.759999999999998;11868.0;14492.16;244800.0;4;10
ProLiteX;TP8000-2SPX25;29.6;80000;25;50;400.0;169.1428571;4000.0;8457.142857;353736.944;14.0;6694.24;8524.8;288000.0;4;10
ProLiteX;TP8000-3SPX25;44.4;80000;25;50;400.0;168.8212928;4000.0;8441.064639;353736.944;21.04;10041.36;12787.2;288000.0;4;10
ProLiteX;TP8000-4SPX25;59.2;80000;25;50;400.0;168.9015692;4000.0;8445.078459;353736.944;28.04;13388.48;17049.6;288000.0;4;10
RAMPAGE;TP325-1SR70J;14.8;3250;70;140;45.5;100.2083333;455.0;14029.16667;213777.7778;0.48;225.0;173.16;11700.0;4;10
RAMPAGE;TP325-2SR70B;29.6;3250;70;140;45.5;104.5652174;455.0;14639.13043;194343.4343;0.9199999999999999;495.0;346.32;11700.0;4;10
RAMPAGE;TP450-3SR70J;44.4;4500;70;140;63.0;113.5227273;630.0;15893.18182;241654.5718;1.7599999999999998;826.8000000000001;719.28;16200.0;4;10
RAMPAGE;TP870-2SR70J;29.6;8700;70;140;121.8;128.76;1218.0;18026.4;266253.1017;2.0;967.2;927.072;31320.0;4;10
RAMPAGE;TP870-3SR70J;44.4;8700;70;140;121.8;130.5;1218.0;18270.0;259596.7742;2.96;1488.0;1390.608;31320.0;4;10
RAMPAGE;TP870-4SR70;59.2;8700;70;140;121.8;127.4851485;1218.0;17847.92079;256391.8757;4.04;2008.8;1854.144;31320.0;4;10
RAMPAGE;TP1300-2SR70;29.6;13000;70;140;182.0;130.0;1820.0;18200.0;267222.2222;2.96;1440.0;1385.28;46800.0;4;10
RAMPAGE;TP1300-3SR70;44.4;13000;70;140;182.0;132.3853211;1820.0;18533.94495;282941.1765;4.36;2040.0;2077.92;46800.0;4;10
RAMPAGE;TP1800-3SR70;44.4;18000;70;140;252.0;133.2;2520.0;18648.0;280303.0303;6.0;2851.2;2877.12;64800.0;4;10
RAMPAGE;TP1800-4SR70;59.2;18000;70;140;252.0;135.9183673;2520.0;19028.57143;289345.0635;7.84;3682.7999999999997;3836.16;64800.0;4;10
RAMPAGE;TP2250-2SR70;29.6;22500;70;140;315.0;139.9159664;3150.0;19588.23529;266724.3368;4.76;2496.96;2397.6;81000.0;4;10
RAMPAGE;TP2250-4SR70;59.2;22500;70;140;315.0;141.1016949;3150.0;19754.23729;274345.0321;9.44;4855.2;4795.2;81000.0;4;10
RAMPAGE;TP2700-3SR70;44.4;27000;70;140;378.0;138.75;3780.0;19425.0;297853.3095;8.64;4024.8;4315.68;97200.0;4;10
RAMPAGE;TP3300-3SR70;44.4;33000;70;140;462.0;137.7067669;4620.0;19278.94737;302078.1791;10.64;4850.400000000001;5274.719999999999;118800.0;4;10
RAMPAGE;TP3850-3SR70;44.4;35000;70;140;539.0;125.3225806;4900.0;17545.16129;266592.556;12.4;5829.120000000001;5594.400000000001;126000.0;4;10
RAMPAGE;TP4400-2SR70;29.6;44000;70;140;616.0;139.7424893;6160.0;19563.9485;291756.2724;9.32;4464.0;4688.639999999999;158400.0;4;10
RAMPAGE;TP5000-4SR70;59.2;50000;70;140;700.0;143.6893204;7000.0;20116.50485;312489.4429;20.6;9472.32;10656.0;180000.0;4;10
RAMPAGE;TP6600-3SR70;44.4;66000;70;140;924.0;139.0132827;9240.0;19461.85958;310897.98;21.080000000000002;9425.599999999999;10549.439999999999;237600.0;4;10
TATTU;TATTU;44.4;14300;45;90;58.5;121.2605042;1287.0;10913.44538;242049.1143;5.236;2623.104;2285.712;51480.0;4;11
TATTU;TATTU;44.4;17050;45;90;69.75;134.4140625;1534.5;12097.26563;270314.8567;5.632;2800.512;2725.272;61380.0;4;11
TATTU;TATTU;44.4;19800;45;90;81.0;128.0769231;1782.0;11526.92308;312031.4843;6.864;2817.408;3164.832;71280.0;4;11
TATTU;TATTU;44.4;25300;45;90;103.5;142.6256983;2277.0;12836.31285;334907.5167;7.8759999999999994;3354.1200000000003;4043.952;91080.0;4;11
TATTU;TATTU;44.4;11550;45;90;47.25;137.1176471;1039.5;12340.58824;260878.3239;3.74;1965.7440000000001;1846.152;41580.0;4;11
TATTU;TATTU;59.2;11550;45;90;47.25;129.5;1039.5;11655.0;253424.6575;5.279999999999999;2698.08;2461.536;41580.0;4;11
TATTU;TATTU;59.2;16500;45;90;67.5;124.7191011;1485.0;11224.7191;263070.5788;7.832;3713.072;3516.48;59400.0;4;11
TATTU;TATTU;59.2;19800;45;90;81.0;131.8811881;1782.0;11869.30693;308676.307;8.888;3797.376;4219.776;71280.0;4;11
TATTU;TATTU;59.2;25300;45;90;103.5;151.9642857;2277.0;13676.78571;338239.0076;9.856;4428.1113844;5391.936;91080.0;4;11
TATTU;TATTU;59.2;40700;45;90;166.5;228.1666667;3663.0;20535.0;363728.1471;10.559999999999999;6624.288;8673.984;146520.0;4;11
TATTU;TATTU;59.2;14300;45;90;58.5;124.9350649;1287.0;11244.15584;294153.6204;6.776;2877.952;3047.616;51480.0;4;11
KOKAM;KOKAM SLPB526495;14.8;36300;2;3;;182.238806;108.9;546.7164179;367078.3897;2.9480000000000004;1463.5566000000001;1934.064;130680.0;4;11
KOKAM;KOKAM SLPB050106100;14.8;55000;2;5;;154.1666667;275.0;770.8333333;287300.0935;5.279999999999999;2833.2744000000002;2930.3999999999996;198000.0;4;11
KOKAM;KOKAM SLPB776495;14.8;58300;2;3;;192.254902;174.9;576.7647059;408150.0977;4.4879999999999995;2114.0262000000002;3106.224;209880.0;4;11
KOKAM;KOKAM SLPB68106100;14.8;88000;2;3;;185.0;264.0;555.0;374084.5355;7.04;3481.566;4688.64;316800.0;4;11
KOKAM;KOKAM SLPB7570180;14.8;105600;2;3;;165.2093023;316.8;495.627907;311454.3656;9.459999999999999;5018.0064;5626.368;380160.0;4;11
KOKAM;KOKAM SLPB98106100;14.8;110000;2;3;;176.1904762;330.0;528.5714286;339014.1103;9.24;4802.16;5860.799999999999;396000.0;4;11
ProLiteX;TP500-2SPX25J;29.6;5500;25;50;25.0;123.3333333;275.0;6166.666667;258560.4472;1.3199999999999998;629.64;586.08;19800.0;4;11
ProLiteX;TP500-3SPX25J;44.4;5500;25;50;25.0;126.1363636;275.0;6306.818182;268505.0798;1.936;909.48;879.12;19800.0;4;11
ProLiteX;TP750-2SPX25J;29.6;8250;25;50;37.5;142.3076923;412.5;7115.384615;271260.9971;1.716;900.24;879.12;29700.0;4;11
ProLiteX;TP750-3SPX25J;44.4;8250;25;50;37.5;146.0526316;412.5;7302.631579;271260.9971;2.508;1350.3600000000001;1318.6799999999998;29700.0;4;11
ProLiteX;TP910-2SPX25J;29.6;10010;25;50;22.7;143.2765957;500.5;7163.829787;291830.9859;2.068;1015.3;1066.6656;36036.0;4;11
ProLiteX;TP910-3SPX25J;44.4;10010;25;50;45.5;146.3913043;500.5;7319.565217;299510.7487;3.0360000000000005;1483.9;1599.9984;36036.0;4;11
ProLiteX;TP1350-2SPX25J;29.6;14850;25;50;67.5;163.7704918;742.5;8188.52459;332379.5582;2.684;1322.464;1582.416;53460.0;4;11
ProLiteX;TP1350-3SPX25J;44.4;14850;25;50;67.5;159.4148936;742.5;7970.744681;324070.0692;4.136;2034.5600000000002;2373.624;53460.0;4;11
ProLiteX;TP1350-2SPX25;29.6;14850;25;50;67.5;156.09375;742.5;7804.6875;332379.5582;2.816;1322.464;1582.416;53460.0;4;11
ProLiteX;TP1350-3SPX25;44.4;14850;25;50;67.5;157.7368421;742.5;7886.842105;324070.0692;4.18;2034.5600000000002;2373.624;53460.0;4;11
ProLiteX;TP1350-4SPX25;59.2;14850;25;50;67.5;158.5714286;742.5;7928.571429;332379.5582;5.5440000000000005;2644.928;3164.832;53460.0;4;11
ProLiteX;TP2200-2SPX25;29.6;24200;25;50;110.0;152.1495327;1210.0;7607.476636;325730.2921;4.708;2199.12;2578.752;87120.0;4;11
ProLiteX;TP2200-3SPX25;44.4;24200;25;50;110.0;161.7218543;1210.0;8086.092715;325730.2921;6.644;3298.68;3868.128;87120.0;4;11
ProLiteX;TP2200-4SPX25;59.2;24200;25;50;110.0;165.2791878;1210.0;8263.959391;337794.377;8.668000000000001;4241.16;5157.504;87120.0;4;11
ProLiteX;TP2800-2SPX25;29.6;30800;25;50;140.0;168.4552846;1540.0;8422.764228;351448.5379;5.412;2594.0640000000003;3282.048;110880.0;4;11
ProLiteX;TP2800-3SPX25;44.4;30800;25;50;140.0;171.7127072;1540.0;8585.635359;373414.0715;7.9639999999999995;3662.208;4923.072;110880.0;4;11
ProLiteX;TP2800-3SPX25EJ;44.4;30800;25;50;140.0;171.7127072;1540.0;8585.635359;373414.0715;7.9639999999999995;3662.208;4923.072;110880.0;4;11
ProLiteX;TP2800-3SPX25XJ;44.4;30800;25;50;140.0;171.7127072;1540.0;8585.635359;373414.0715;7.9639999999999995;3662.208;4923.072;110880.0;4;11
ProLiteX;TP2800-4SPX25;59.2;30800;25;50;140.0;177.0940171;1540.0;8854.700855;373414.0715;10.296000000000001;4882.9439999999995;6564.096;110880.0;4;11
ProLiteX;TP3400-2SPX25;29.6;37400;25;50;170.0;151.5662651;1870.0;7578.313253;333399.5892;7.304;3320.46;3985.3439999999996;134640.0;4;11
ProLiteX;TP3400-3SPX25;44.4;37400;25;50;170.0;149.7619048;1870.0;7488.095238;342173.2626;11.088000000000001;4852.9800000000005;5978.0160000000005;134640.0;4;11
ProLiteX;TP3400-4SPX25;59.2;37400;25;50;170.0;154.3558282;1870.0;7717.791411;333399.5892;14.344000000000001;6640.92;7970.687999999999;134640.0;4;11
ProLiteX;TP4000-2SPX25;29.6;44000;25;50;200.0;189.7435897;2200.0;9487.179487;372046.2544;6.864;3500.6400000000003;4688.64;158400.0;4;11
ProLiteX;TP4000-3SPX25;44.4;44000;25;50;200.0;165.0557621;2200.0;8252.788104;398620.9869;11.836;4900.896;7032.96;158400.0;4;11
ProLiteX;TP4000-4SPX25;59.2;44000;25;50;200.0;166.2921348;2200.0;8314.606742;398620.9869;15.664;6534.528;9377.28;158400.0;4;11
ProLiteX;TP4400-2SPX25;29.6;48400;25;50;220.0;158.8292683;2420.0;7941.463415;347982.2161;9.02;4116.992;5157.504;174240.0;4;11
ProLiteX;TP4400-3SPX25;44.4;48400;25;50;220.0;159.6078431;2420.0;7980.392157;347982.2161;13.464;6175.488;7736.256;174240.0;4;11
ProLiteX;TP4400-4SPX25;59.2;48400;25;50;220.0;160.3940887;2420.0;8019.704433;347982.2161;17.864;8233.984;10315.008;174240.0;4;11
ProLiteX;TP5000-2SPX25;29.6;55000;25;50;250.0;156.1181435;2750.0;7805.907173;332997.336;10.427999999999999;4888.928;5860.799999999999;198000.0;4;11
ProLiteX;TP5000-3SPX25;44.4;55000;25;50;250.0;159.025788;2750.0;7951.289398;338943.717;15.355999999999998;7204.736;8791.2;198000.0;4;11
ProLiteX;TP5000-4SPX25;59.2;55000;25;50;250.0;159.1397849;2750.0;7956.989247;341997.264;20.46;9520.544;11721.599999999999;198000.0;4;11
ProLiteX;TP6000-2SPX25;29.6;66000;25;50;300.0;173.4375;3300.0;8671.875;376475.3765;11.264;5189.184;7032.96;237600.0;4;11
ProLiteX;TP6000-3SPX25;44.4;66000;25;50;300.0;179.0322581;3300.0;8951.612903;376475.3765;16.368;7783.776;10549.439999999999;237600.0;4;11
ProLiteX;TP6000-4SPX25;59.2;66000;25;50;300.0;181.2244898;3300.0;9061.22449;387231.8158;21.56;10090.08;14065.92;237600.0;4;11
ProLiteX;TP6800-2SPX25;29.6;74800;25;50;340.0;154.3558282;3740.0;7717.791411;339197.8429;14.344000000000001;6527.4;7970.687999999999;269280.0;4;11
ProLiteX;TP6800-3SPX25;44.4;74800;25;50;340.0;155.9504132;3740.0;7797.520661;334734.7134;21.296;9921.648;11956.032000000001;269280.0;4;11
ProLiteX;TP6800-4SPX25;59.2;74800;25;50;340.0;162.5848142;3740.0;8129.240711;339197.8429;27.236;13054.8;15941.375999999998;269280.0;4;11
ProLiteX;TP8000-2SPX25;29.6;88000;25;50;400.0;169.1428571;4400.0;8457.142857;353736.944;15.399999999999999;7363.664;9377.28;316800.0;4;11
ProLiteX;TP8000-3SPX25;44.4;88000;25;50;400.0;168.8212928;4400.0;8441.064639;353736.944;23.144000000000002;11045.496;14065.92;316800.0;4;11
ProLiteX;TP8000-4SPX25;59.2;88000;25;50;400.0;168.9015692;4400.0;8445.078459;353736.944;30.843999999999998;14727.328;18754.56;316800.0;4;11
RAMPAGE;TP325-1SR70J;14.8;3575;70;140;45.5;100.2083333;500.5;14029.16667;213777.7778;0.528;247.5;190.476;12870.0;4;11
RAMPAGE;TP325-2SR70B;29.6;3575;70;140;45.5;104.5652174;500.5;14639.13043;194343.4343;1.012;544.5;380.952;12870.0;4;11
RAMPAGE;TP450-3SR70J;44.4;4950;70;140;63.0;113.5227273;693.0;15893.18182;241654.5718;1.936;909.48;791.208;17820.0;4;11
RAMPAGE;TP870-2SR70J;29.6;9570;70;140;121.8;128.76;1339.8;18026.4;266253.1017;2.2;1063.92;1019.7792;34452.0;4;11
RAMPAGE;TP870-3SR70J;44.4;9570;70;140;121.8;130.5;1339.8;18270.0;259596.7742;3.256;1636.8000000000002;1529.6688;34452.0;4;11
RAMPAGE;TP870-4SR70;59.2;9570;70;140;121.8;127.4851485;1339.8;17847.92079;256391.8757;4.444;2209.68;2039.5584;34452.0;4;11
RAMPAGE;TP1300-2SR70;29.6;14300;70;140;182.0;130.0;2002.0;18200.0;267222.2222;3.256;1584.0;1523.808;51480.0;4;11
RAMPAGE;TP1300-3SR70;44.4;14300;70;140;182.0;132.3853211;2002.0;18533.94495;282941.1765;4.796;2244.0;2285.712;51480.0;4;11
RAMPAGE;TP1800-3SR70;44.4;19800;70;140;252.0;133.2;2772.0;18648.0;280303.0303;6.6;3136.32;3164.832;71280.0;4;11
RAMPAGE;TP1800-4SR70;59.2;19800;70;140;252.0;135.9183673;2772.0;19028.57143;289345.0635;8.624;4051.08;4219.776;71280.0;4;11
RAMPAGE;TP2250-2SR70;29.6;24750;70;140;315.0;139.9159664;3465.0;19588.23529;266724.3368;5.236;2746.656;2637.3599999999997;89100.0;4;11
RAMPAGE;TP2250-4SR70;59.2;24750;70;140;315.0;141.1016949;3465.0;19754.23729;274345.0321;10.384;5340.719999999999;5274.719999999999;89100.0;4;11
RAMPAGE;TP2700-3SR70;44.4;29700;70;140;378.0;138.75;4158.0;19425.0;297853.3095;9.504;4427.280000000001;4747.248;106920.0;4;11
RAMPAGE;TP3300-3SR70;44.4;36300;70;140;462.0;137.7067669;5082.0;19278.94737;302078.1791;11.704;5335.4400000000005;5802.192;130680.0;4;11
RAMPAGE;TP3850-3SR70;44.4;38500;70;140;539.0;125.3225806;5390.0;17545.16129;266592.556;13.64;6412.032;6153.84;138600.0;4;11
RAMPAGE;TP4400-2SR70;29.6;48400;70;140;616.0;139.7424893;6776.0;19563.9485;291756.2724;10.252;4910.4;5157.504;174240.0;4;11
RAMPAGE;TP5000-4SR70;59.2;55000;70;140;700.0;143.6893204;7700.0;20116.50485;312489.4429;22.66;10419.552;11721.599999999999;198000.0;4;11
RAMPAGE;TP6600-3SR70;44.4;72600;70;140;924.0;139.0132827;10164.0;19461.85958;310897.98;23.188000000000002;10368.16;11604.384;261360.0;4;11
TATTU;TATTU;44.4;15600;45;90;58.5;121.2605042;1404.0;10913.44538;242049.1143;5.712;2861.568;2493.504;56160.0;4;12
TATTU;TATTU;44.4;18600;45;90;69.75;134.4140625;1674.0;12097.26563;270314.8567;6.144;3055.1040000000003;2973.0240000000003;66960.0;4;12
TATTU;TATTU;44.4;21600;45;90;81.0;128.0769231;1944.0;11526.92308;312031.4843;7.4879999999999995;3073.536;3452.544;77760.0;4;12
TATTU;TATTU;44.4;27600;45;90;103.5;142.6256983;2484.0;12836.31285;334907.5167;8.591999999999999;3659.04;4411.584;99360.0;4;12
TATTU;TATTU;44.4;12600;45;90;47.25;137.1176471;1134.0;12340.58824;260878.3239;4.08;2144.4480000000003;2013.984;45360.0;4;12
TATTU;TATTU;59.2;12600;45;90;47.25;129.5;1134.0;11655.0;253424.6575;5.76;2943.36;2685.312;45360.0;4;12
TATTU;TATTU;59.2;18000;45;90;67.5;124.7191011;1620.0;11224.7191;263070.5788;8.544;4050.6240000000003;3836.16;64800.0;4;12
TATTU;TATTU;59.2;21600;45;90;81.0;131.8811881;1944.0;11869.30693;308676.307;9.696000000000002;4142.592000000001;4603.392;77760.0;4;12
TATTU;TATTU;59.2;27600;45;90;103.5;151.9642857;2484.0;13676.78571;338239.0076;10.752;4830.6669648;5882.112;99360.0;4;12
TATTU;TATTU;59.2;44400;45;90;166.5;228.1666667;3996.0;20535.0;363728.1471;11.52;7226.495999999999;9462.528;159840.0;4;12
TATTU;TATTU;59.2;15600;45;90;58.5;124.9350649;1404.0;11244.15584;294153.6204;7.3919999999999995;3139.584;3324.6719999999996;56160.0;4;12
KOKAM;KOKAM SLPB526495;14.8;39600;2;3;;182.238806;118.80000000000001;546.7164179;367078.3897;3.216;1596.6072;2109.888;142560.0;4;12
KOKAM;KOKAM SLPB050106100;14.8;60000;2;5;;154.1666667;300.0;770.8333333;287300.0935;5.76;3090.8448;3196.7999999999997;216000.0;4;12
KOKAM;KOKAM SLPB776495;14.8;63600;2;3;;192.254902;190.8;576.7647059;408150.0977;4.896;2306.2104;3388.608;228960.0;4;12
KOKAM;KOKAM SLPB68106100;14.8;96000;2;3;;185.0;288.0;555.0;374084.5355;7.68;3798.0719999999997;5114.88;345600.0;4;12
KOKAM;KOKAM SLPB7570180;14.8;115200;2;3;;165.2093023;345.6;495.627907;311454.3656;10.32;5474.1888;6137.856;414720.0;4;12
KOKAM;KOKAM SLPB98106100;14.8;120000;2;3;;176.1904762;360.0;528.5714286;339014.1103;10.08;5238.72;6393.599999999999;432000.0;4;12
ProLiteX;TP500-2SPX25J;29.6;6000;25;50;25.0;123.3333333;300.0;6166.666667;258560.4472;1.44;686.88;639.36;21600.0;4;12
ProLiteX;TP500-3SPX25J;44.4;6000;25;50;25.0;126.1363636;300.0;6306.818182;268505.0798;2.112;992.1600000000001;959.04;21600.0;4;12
ProLiteX;TP750-2SPX25J;29.6;9000;25;50;37.5;142.3076923;450.0;7115.384615;271260.9971;1.8719999999999999;982.08;959.04;32400.0;4;12
ProLiteX;TP750-3SPX25J;44.4;9000;25;50;37.5;146.0526316;450.0;7302.631579;271260.9971;2.736;1473.1200000000001;1438.56;32400.0;4;12
ProLiteX;TP910-2SPX25J;29.6;10920;25;50;22.7;143.2765957;546.0;7163.829787;291830.9859;2.2560000000000002;1107.6;1163.6352;39312.0;4;12
ProLiteX;TP910-3SPX25J;44.4;10920;25;50;45.5;146.3913043;546.0;7319.565217;299510.7487;3.3120000000000003;1618.8000000000002;1745.4528;39312.0;4;12
ProLiteX;TP1350-2SPX25J;29.6;16200;25;50;67.5;163.7704918;810.0;8188.52459;332379.5582;2.928;1442.688;1726.272;58320.0;4;12
ProLiteX;TP1350-3SPX25J;44.4;16200;25;50;67.5;159.4148936;810.0;7970.744681;324070.0692;4.5120000000000005;2219.52;2589.408;58320.0;4;12
ProLiteX;TP1350-2SPX25;29.6;16200;25;50;67.5;156.09375;810.0;7804.6875;332379.5582;3.072;1442.688;1726.272;58320.0;4;12
ProLiteX;TP1350-3SPX25;44.4;16200;25;50;67.5;157.7368421;810.0;7886.842105;324070.0692;4.5600000000000005;2219.52;2589.408;58320.0;4;12
ProLiteX;TP1350-4SPX25;59.2;16200;25;50;67.5;158.5714286;810.0;7928.571429;332379.5582;6.048;2885.376;3452.544;58320.0;4;12
ProLiteX;TP2200-2SPX25;29.6;26400;25;50;110.0;152.1495327;1320.0;7607.476636;325730.2921;5.136;2399.04;2813.1839999999997;95040.0;4;12
ProLiteX;TP2200-3SPX25;44.4;26400;25;50;110.0;161.7218543;1320.0;8086.092715;325730.2921;7.247999999999999;3598.56;4219.776;95040.0;4;12
ProLiteX;TP2200-4SPX25;59.2;26400;25;50;110.0;165.2791878;1320.0;8263.959391;337794.377;9.456;4626.72;5626.3679999999995;95040.0;4;12
ProLiteX;TP2800-2SPX25;29.6;33600;25;50;140.0;168.4552846;1680.0;8422.764228;351448.5379;5.904;2829.888;3580.416;120960.0;4;12
ProLiteX;TP2800-3SPX25;44.4;33600;25;50;140.0;171.7127072;1680.0;8585.635359;373414.0715;8.687999999999999;3995.136;5370.624;120960.0;4;12
ProLiteX;TP2800-3SPX25EJ;44.4;33600;25;50;140.0;171.7127072;1680.0;8585.635359;373414.0715;8.687999999999999;3995.136;5370.624;120960.0;4;12
ProLiteX;TP2800-3SPX25XJ;44.4;33600;25;50;140.0;171.7127072;1680.0;8585.635359;373414.0715;8.687999999999999;3995.136;5370.624;120960.0;4;12
ProLiteX;TP2800-4SPX25;59.2;33600;25;50;140.0;177.0940171;1680.0;8854.700855;373414.0715;11.232000000000001;5326.848;7160.832;120960.0;4;12
ProLiteX;TP3400-2SPX25;29.6;40800;25;50;170.0;151.5662651;2040.0;7578.313253;333399.5892;7.968;3622.32;4347.647999999999;146880.0;4;12
ProLiteX;TP3400-3SPX25;44.4;40800;25;50;170.0;149.7619048;2040.0;7488.095238;342173.2626;12.096;5294.16;6521.472;146880.0;4;12
ProLiteX;TP3400-4SPX25;59.2;40800;25;50;170.0;154.3558282;2040.0;7717.791411;333399.5892;15.648;7244.64;8695.295999999998;146880.0;4;12
ProLiteX;TP4000-2SPX25;29.6;48000;25;50;200.0;189.7435897;2400.0;9487.179487;372046.2544;7.4879999999999995;3818.88;5114.88;172800.0;4;12
ProLiteX;TP4000-3SPX25;44.4;48000;25;50;200.0;165.0557621;2400.0;8252.788104;398620.9869;12.912;5346.432;7672.32;172800.0;4;12
ProLiteX;TP4000-4SPX25;59.2;48000;25;50;200.0;166.2921348;2400.0;8314.606742;398620.9869;17.088;7128.576;10229.76;172800.0;4;12
ProLiteX;TP4400-2SPX25;29.6;52800;25;50;220.0;158.8292683;2640.0;7941.463415;347982.2161;9.84;4491.264;5626.3679999999995;190080.0;4;12
ProLiteX;TP4400-3SPX25;44.4;52800;25;50;220.0;159.6078431;2640.0;7980.392157;347982.2161;14.687999999999999;6736.896000000001;8439.552;190080.0;4;12
ProLiteX;TP4400-4SPX25;59.2;52800;25;50;220.0;160.3940887;2640.0;8019.704433;347982.2161;19.488;8982.528;11252.735999999999;190080.0;4;12
ProLiteX;TP5000-2SPX25;29.6;60000;25;50;250.0;156.1181435;3000.0;7805.907173;332997.336;11.376;5333.376;6393.599999999999;216000.0;4;12
ProLiteX;TP5000-3SPX25;44.4;60000;25;50;250.0;159.025788;3000.0;7951.289398;338943.717;16.752;7859.7119999999995;9590.400000000001;216000.0;4;12
ProLiteX;TP5000-4SPX25;59.2;60000;25;50;250.0;159.1397849;3000.0;7956.989247;341997.264;22.32;10386.048;12787.199999999999;216000.0;4;12
ProLiteX;TP6000-2SPX25;29.6;72000;25;50;300.0;173.4375;3600.0;8671.875;376475.3765;12.288;5660.928;7672.32;259200.0;4;12
ProLiteX;TP6000-3SPX25;44.4;72000;25;50;300.0;179.0322581;3600.0;8951.612903;376475.3765;17.856;8491.392;11508.48;259200.0;4;12
ProLiteX;TP6000-4SPX25;59.2;72000;25;50;300.0;181.2244898;3600.0;9061.22449;387231.8158;23.52;11007.36;15344.64;259200.0;4;12
ProLiteX;TP6800-2SPX25;29.6;81600;25;50;340.0;154.3558282;4080.0;7717.791411;339197.8429;15.648;7120.799999999999;8695.295999999998;293760.0;4;12
ProLiteX;TP6800-3SPX25;44.4;81600;25;50;340.0;155.9504132;4080.0;7797.520661;334734.7134;23.232;10823.616;13042.944;293760.0;4;12
ProLiteX;TP6800-4SPX25;59.2;81600;25;50;340.0;162.5848142;4080.0;8129.240711;339197.8429;29.712;14241.599999999999;17390.591999999997;293760.0;4;12
ProLiteX;TP8000-2SPX25;29.6;96000;25;50;400.0;169.1428571;4800.0;8457.142857;353736.944;16.799999999999997;8033.088;10229.76;345600.0;4;12
ProLiteX;TP8000-3SPX25;44.4;96000;25;50;400.0;168.8212928;4800.0;8441.064639;353736.944;25.248;12049.632;15344.64;345600.0;4;12
ProLiteX;TP8000-4SPX25;59.2;96000;25;50;400.0;168.9015692;4800.0;8445.078459;353736.944;33.647999999999996;16066.176;20459.52;345600.0;4;12
RAMPAGE;TP325-1SR70J;14.8;3900;70;140;45.5;100.2083333;546.0;14029.16667;213777.7778;0.5760000000000001;270.0;207.79199999999997;14040.0;4;12
RAMPAGE;TP325-2SR70B;29.6;3900;70;140;45.5;104.5652174;546.0;14639.13043;194343.4343;1.104;594.0;415.58399999999995;14040.0;4;12
RAMPAGE;TP450-3SR70J;44.4;5400;70;140;63.0;113.5227273;756.0;15893.18182;241654.5718;2.112;992.1600000000001;863.136;19440.0;4;12
RAMPAGE;TP870-2SR70J;29.6;10440;70;140;121.8;128.76;1461.6;18026.4;266253.1017;2.4000000000000004;1160.6399999999999;1112.4864;37584.0;4;12
RAMPAGE;TP870-3SR70J;44.4;10440;70;140;121.8;130.5;1461.6;18270.0;259596.7742;3.5519999999999996;1785.6000000000001;1668.7296000000001;37584.0;4;12
RAMPAGE;TP870-4SR70;59.2;10440;70;140;121.8;127.4851485;1461.6;17847.92079;256391.8757;4.848000000000001;2410.56;2224.9728;37584.0;4;12
RAMPAGE;TP1300-2SR70;29.6;15600;70;140;182.0;130.0;2184.0;18200.0;267222.2222;3.5519999999999996;1728.0;1662.3359999999998;56160.0;4;12
